1
CLOSEDCURVE
65535
1350.000000 1450.000000 
1350.009644 1450.000000 
1350.019165 1450.000000 
1350.028809 1450.000000 
1350.038330 1450.000000 
1350.047974 1450.000000 
1350.057495 1450.000000 
1350.067139 1450.000000 
1350.076660 1450.000000 
1350.086304 1450.000000 
1350.095825 1450.000000 
1350.105469 1450.000000 
1350.114990 1449.999878 
1350.124634 1449.999878 
1350.134277 1449.999878 
1350.143799 1449.999878 
1350.153442 1449.999878 
1350.162964 1449.999878 
1350.172607 1449.999878 
1350.182129 1449.999878 
1350.191772 1449.999756 
1350.201294 1449.999756 
1350.210938 1449.999756 
1350.220459 1449.999756 
1350.230103 1449.999756 
1350.239746 1449.999756 
1350.249268 1449.999634 
1350.258911 1449.999634 
1350.268433 1449.999634 
1350.278076 1449.999634 
1350.287598 1449.999634 
1350.297241 1449.999512 
1350.306763 1449.999512 
1350.316406 1449.999512 
1350.325928 1449.999512 
1350.335571 1449.999390 
1350.345093 1449.999390 
1350.354736 1449.999390 
1350.364380 1449.999390 
1350.373901 1449.999268 
1350.383545 1449.999268 
1350.393066 1449.999268 
1350.402710 1449.999146 
1350.412231 1449.999146 
1350.421875 1449.999146 
1350.431396 1449.999023 
1350.441040 1449.999023 
1350.450562 1449.999023 
1350.460205 1449.998901 
1350.469727 1449.998901 
1350.479370 1449.998901 
1350.489014 1449.998779 
1350.498535 1449.998779 
1350.508179 1449.998657 
1350.517700 1449.998657 
1350.527344 1449.998657 
1350.536865 1449.998535 
1350.546509 1449.998535 
1350.556030 1449.998413 
1350.565674 1449.998413 
1350.575195 1449.998291 
1350.584839 1449.998291 
1350.594482 1449.998291 
1350.604004 1449.998169 
1350.613647 1449.998169 
1350.623169 1449.998047 
1350.632812 1449.998047 
1350.642334 1449.997925 
1350.651978 1449.997925 
1350.661499 1449.997803 
1350.671143 1449.997803 
1350.680664 1449.997681 
1350.690308 1449.997559 
1350.699829 1449.997559 
1350.709473 1449.997437 
1350.719116 1449.997437 
1350.728638 1449.997314 
1350.738281 1449.997314 
1350.747803 1449.997192 
1350.757446 1449.997192 
1350.766968 1449.997070 
1350.776611 1449.996948 
1350.786133 1449.996948 
1350.795776 1449.996826 
1350.805298 1449.996704 
1350.814941 1449.996704 
1350.824463 1449.996582 
1350.834106 1449.996582 
1350.843750 1449.996460 
1350.853271 1449.996338 
1350.862915 1449.996338 
1350.872437 1449.996216 
1350.882080 1449.996094 
1350.891602 1449.995972 
1350.901245 1449.995972 
1350.910767 1449.995850 
1350.920410 1449.995728 
1350.929932 1449.995728 
1350.939575 1449.995605 
1350.949097 1449.995483 
1350.958740 1449.995361 
1350.968384 1449.995361 
1350.977905 1449.995239 
1350.987549 1449.995117 
1350.997070 1449.994995 
1351.006714 1449.994873 
1351.016235 1449.994873 
1351.025879 1449.994751 
1351.035400 1449.994629 
1351.045044 1449.994507 
1351.054565 1449.994385 
1351.064209 1449.994385 
1351.073730 1449.994263 
1351.083374 1449.994141 
1351.092896 1449.994019 
1351.102539 1449.993896 
1351.112183 1449.993774 
1351.121704 1449.993652 
1351.131348 1449.993652 
1351.140869 1449.993530 
1351.150513 1449.993408 
1351.160034 1449.993286 
1351.169678 1449.993164 
1351.179199 1449.993042 
1351.188843 1449.992920 
1351.198364 1449.992798 
1351.208008 1449.992676 
1351.217529 1449.992554 
1351.227173 1449.992432 
1351.236816 1449.992310 
1351.246338 1449.992188 
1351.255981 1449.992065 
1351.265503 1449.991943 
1351.275146 1449.991821 
1351.284668 1449.991699 
1351.294312 1449.991577 
1351.303833 1449.991455 
1351.313477 1449.991333 
1351.322998 1449.991211 
1351.332642 1449.991089 
1351.342163 1449.990967 
1351.351807 1449.990845 
1351.361328 1449.990723 
1351.370972 1449.990601 
1351.380615 1449.990479 
1351.390137 1449.990356 
1351.399780 1449.990234 
1351.409302 1449.990112 
1351.418945 1449.989990 
1351.428467 1449.989746 
1351.438110 1449.989624 
1351.447632 1449.989502 
1351.457275 1449.989380 
1351.466797 1449.989258 
1351.476440 1449.989136 
1351.485962 1449.989014 
1351.495605 1449.988770 
1351.505127 1449.988647 
1351.514771 1449.988525 
1351.524414 1449.988403 
1351.533936 1449.988281 
1351.543579 1449.988037 
1351.553101 1449.987915 
1351.562744 1449.987793 
1351.572266 1449.987671 
1351.581909 1449.987427 
1351.591431 1449.987305 
1351.601074 1449.987183 
1351.610596 1449.987061 
1351.620239 1449.986816 
1351.629761 1449.986694 
1351.639404 1449.986572 
1351.648926 1449.986450 
1351.658569 1449.986206 
1351.668091 1449.986084 
1351.677734 1449.985962 
1351.687378 1449.985718 
1351.696899 1449.985596 
1351.706543 1449.985474 
1351.716064 1449.985229 
1351.725708 1449.985107 
1351.735229 1449.984985 
1351.744873 1449.984741 
1351.754395 1449.984619 
1351.764038 1449.984497 
1351.773560 1449.984253 
1351.783203 1449.984131 
1351.792725 1449.983887 
1351.802368 1449.983765 
1351.811890 1449.983643 
1351.821533 1449.983398 
1351.831055 1449.983276 
1351.840698 1449.983032 
1351.850342 1449.982910 
1351.859863 1449.982666 
1351.869507 1449.982544 
1351.879028 1449.982300 
1351.888672 1449.982178 
1351.898193 1449.981934 
1351.907837 1449.981812 
1351.917358 1449.981567 
1351.927002 1449.981445 
1351.936523 1449.981201 
1351.946167 1449.981079 
1351.955688 1449.980835 
1351.965332 1449.980713 
1351.974854 1449.980469 
1351.984497 1449.980347 
1351.994019 1449.980103 
1352.003662 1449.979980 
1352.013306 1449.979736 
1352.022827 1449.979492 
1352.032471 1449.979370 
1352.041992 1449.979126 
1352.051636 1449.979004 
1352.061157 1449.978760 
1352.070801 1449.978516 
1352.080322 1449.978394 
1352.089966 1449.978149 
1352.099487 1449.977905 
1352.109131 1449.977783 
1352.118652 1449.977539 
1352.128296 1449.977295 
1352.137817 1449.977173 
1352.147461 1449.976929 
1352.156982 1449.976685 
1352.166626 1449.976562 
1352.176147 1449.976318 
1352.185791 1449.976074 
1352.195312 1449.975952 
1352.204956 1449.975708 
1352.214600 1449.975464 
1352.224121 1449.975220 
1352.233765 1449.975098 
1352.243286 1449.974854 
1352.252930 1449.974609 
1352.262451 1449.974365 
1352.272095 1449.974243 
1352.281616 1449.973999 
1352.291260 1449.973755 
1352.300781 1449.973511 
1352.310425 1449.973267 
1352.319946 1449.973145 
1352.329590 1449.972900 
1352.339111 1449.972656 
1352.348755 1449.972412 
1352.358276 1449.972168 
1352.367920 1449.971924 
1352.377441 1449.971680 
1352.387085 1449.971558 
1352.396606 1449.971313 
1352.406250 1449.971069 
1352.415771 1449.970825 
1352.425415 1449.970581 
1352.434937 1449.970337 
1352.444580 1449.970093 
1352.454224 1449.969849 
1352.463745 1449.969604 
1352.473389 1449.969360 
1352.482910 1449.969116 
1352.492554 1449.968872 
1352.502075 1449.968750 
1352.511719 1449.968506 
1352.521240 1449.968262 
1352.530884 1449.968018 
1352.540405 1449.967773 
1352.550049 1449.967529 
1352.559570 1449.967285 
1352.569214 1449.967041 
1352.578735 1449.966797 
1352.588379 1449.966553 
1352.597900 1449.966309 
1352.607544 1449.965942 
1352.617065 1449.965698 
1352.626709 1449.965454 
1352.636230 1449.965210 
1352.645874 1449.964966 
1352.655396 1449.964722 
1352.665039 1449.964478 
1352.674561 1449.964233 
1352.684204 1449.963989 
1352.693726 1449.963745 
1352.703369 1449.963501 
1352.712891 1449.963135 
1352.722534 1449.962891 
1352.732056 1449.962646 
1352.741699 1449.962402 
1352.751221 1449.962158 
1352.760864 1449.961914 
1352.770508 1449.961670 
1352.780029 1449.961304 
1352.789673 1449.961060 
1352.799194 1449.960815 
1352.808838 1449.960571 
1352.818359 1449.960327 
1352.828003 1449.959961 
1352.837524 1449.959717 
1352.847168 1449.959473 
1352.856689 1449.959229 
1352.866333 1449.958862 
1352.875854 1449.958618 
1352.885498 1449.958374 
